class_name,method_name,cluster
Account,get Username,cluster-0
Account,get Zip,cluster-0
Account,is Banner Option,cluster-0
Account,is List Option,cluster-0
Account,set Address1,cluster-0
Account,set Address2,cluster-0
Account,set Banner Name,cluster-0
Account,set Banner Option,cluster-0
Account,set City,cluster-0
Account,set Country,cluster-0
Account,set Email,cluster-0
Account,set Favourite Category Id,cluster-0
Account,set First Name,cluster-0
Account,set Language Preference,cluster-0
Account,set Last Name,cluster-0
Account,set List Option,cluster-0
Account,set Password,cluster-0
Account,set Phone,cluster-0
Account,set State,cluster-0
Account,set Status,cluster-0
Account,set Username,cluster-0
Account,set Zip,cluster-0
Cart,add Item,cluster-3
Cart,contains Item Id,cluster-3
Cart,get All Cart Items,cluster-3
Cart,get Cart Item List,cluster-3
Cart,get Cart Items,cluster-3
Cart,get Number Of Items,cluster-3
Cart,get Sub Total,cluster-3
Cart,increment Quantity By Item Id,cluster-3
Cart,remove Item By Id,cluster-3
Cart,set Quantity By Item Id,cluster-3
CartItem,calculate Total,cluster-1
CartItem,get Item,cluster-1
CartItem,get Quantity,cluster-1
CartItem,get Total,cluster-1
CartItem,increment Quantity,cluster-1
CartItem,is In Stock,cluster-1
CartItem,set In Stock,cluster-1
CartItem,set Item,cluster-1
CartItem,set Quantity,cluster-1
Category,get Category Id,cluster-1
Category,get Description,cluster-1
Category,get Name,cluster-1
Category,set Category Id,cluster-1
Category,set Description,cluster-1
Category,set Name,cluster-1
Category,to String,cluster-1
Item,get Attribute1,cluster-0
Item,get Attribute2,cluster-0
Item,get Attribute3,cluster-0
Item,get Attribute4,cluster-0
Item,get Attribute5,cluster-0
Item,get Item Id,cluster-0
Item,get List Price,cluster-0
Item,get Product,cluster-0
Item,get Quantity,cluster-0
Item,get Status,cluster-0
Item,get Supplier Id,cluster-0
Item,get Unit Cost,cluster-0
Item,set Attribute1,cluster-0
Item,set Attribute2,cluster-0
Item,set Attribute3,cluster-0
Item,set Attribute4,cluster-0
Item,set Attribute5,cluster-0
Item,set Item Id,cluster-0
Item,set List Price,cluster-0
Item,set Product,cluster-0
Item,set Quantity,cluster-0
Item,set Status,cluster-0
Item,set Supplier Id,cluster-0
Item,set Unit Cost,cluster-0
Item,to String,cluster-0
LineItem,calculate Total,cluster-3
LineItem,get Item,cluster-3
LineItem,get Item Id,cluster-3
LineItem,get Line Number,cluster-3
LineItem,get Order Id,cluster-3
LineItem,get Quantity,cluster-3
LineItem,get Total,cluster-3
LineItem,get Unit Price,cluster-3
LineItem,Line Item,cluster-3
LineItem,Line Item,cluster-3
LineItem,set Item,cluster-3
LineItem,set Item Id,cluster-3
LineItem,set Line Number,cluster-3
LineItem,set Order Id,cluster-3
LineItem,set Quantity,cluster-3
LineItem,set Unit Price,cluster-3
Order,add Line Item,cluster-2
Order,add Line Item,cluster-2
Order,get Bill Address1,cluster-2
Order,get Bill Address2,cluster-2
Order,get Bill City,cluster-2
Order,get Bill Country,cluster-2
Order,get Bill State,cluster-2
Order,get Bill To First Name,cluster-2
Order,get Bill To Last Name,cluster-2
Order,get Bill Zip,cluster-2
Order,get Card Type,cluster-2
Order,get Courier,cluster-2
Order,get Credit Card,cluster-2
Order,get Expiry Date,cluster-2
Order,get Line Items,cluster-2
Order,get Locale,cluster-2
Order,get Order Date,cluster-2
Order,get Order Id,cluster-2
Order,get Ship Address1,cluster-2
Order,get Ship Address2,cluster-2
Order,get Ship City,cluster-2
Order,get Ship Country,cluster-2
Order,get Ship State,cluster-2
Order,get Ship To First Name,cluster-2
Order,get Ship To Last Name,cluster-2
Order,get Ship Zip,cluster-2
Order,get Status,cluster-2
Order,get Total Price,cluster-2
Order,get Username,cluster-2
Order,init Order,cluster-2
Order,set Bill Address1,cluster-2
Order,set Bill Address2,cluster-2
Order,set Bill City,cluster-2
Order,set Bill Country,cluster-2
Order,set Bill State,cluster-2
Order,set Bill To First Name,cluster-2
Order,set Bill To Last Name,cluster-2
Order,set Bill Zip,cluster-2
Order,set Card Type,cluster-2
Order,set Courier,cluster-2
Order,set Credit Card,cluster-2
Order,set Expiry Date,cluster-2
Order,set Line Items,cluster-2
Order,set Locale,cluster-2
Order,set Order Date,cluster-2
Order,set Order Id,cluster-2
Order,set Ship Address1,cluster-2
Order,set Ship Address2,cluster-2
Order,set Ship City,cluster-2
Order,set Ship Country,cluster-2
Order,set Ship State,cluster-2
Order,set Ship To First Name,cluster-2
Order,set Ship To Last Name,cluster-2
Order,set Ship Zip,cluster-2
Order,set Status,cluster-2
Order,set Total Price,cluster-2
Order,set Username,cluster-2
Product,get Category Id,cluster-1
Product,get Description,cluster-1
Product,get Name,cluster-1
Product,get Product Id,cluster-1
Product,set Category Id,cluster-1
Product,set Description,cluster-1
Product,set Name,cluster-1
Product,set Product Id,cluster-1
Product,to String,cluster-1
